"Iteracion","X1","X2","X3","f_x"
1,0.126573115121573,-1.56619659624994,2.82573785865679,271.584868750814
2,0.126573115121573,-1.56619659624994,2.82573785865679,271.584868750814
3,0.126573115121573,-1.56619659624994,2.82573785865679,271.584868750814
4,-1.3179551682435,2.77706741541624,8.31667193416506,153.254003493938
5,-0.585176771145314,0.11306892586872,0.864943736508489,81.1776898444051
6,-0.585176771145314,0.11306892586872,0.864943736508489,81.1776898444051
7,-0.585176771145314,0.11306892586872,0.864943736508489,81.1776898444051
8,-0.585176771145314,0.11306892586872,0.864943736508489,81.1776898444051
9,-0.585176771145314,0.11306892586872,0.864943736508489,81.1776898444051
10,-0.585176771145314,0.11306892586872,0.864943736508489,81.1776898444051
11,1.16033018242568,2.06115138728172,4.37319752078503,53.8023582790094
12,-1.67767551227528,2.17757942780948,4.92598724781051,52.5261121328943
13,-0.894377260510058,1.06154314506346,1.22444968788424,11.3897116625972
14,-0.894377260510058,1.06154314506346,1.22444968788424,11.3897116625972
15,-0.894377260510058,1.06154314506346,1.22444968788424,11.3897116625972
16,-0.894377260510058,1.06154314506346,1.22444968788424,11.3897116625972
17,-0.894377260510058,1.06154314506346,1.22444968788424,11.3897116625972
18,0.880458194974454,0.520983055960873,0.478040666393354,10.9757819596233
19,0.880458194974454,0.520983055960873,0.478040666393354,10.9757819596233
20,0.880458194974454,0.520983055960873,0.478040666393354,10.9757819596233
21,0.880458194974454,0.520983055960873,0.478040666393354,10.9757819596233
22,-0.00567040545382136,-0.143667922141361,-0.108282063136449,6.04642245721242
23,-0.250255686383297,0.164087851804236,0.104698548932367,3.89617565183526
24,-0.250255686383297,0.164087851804236,0.104698548932367,3.89617565183526
25,-0.250255686383297,0.164087851804236,0.104698548932367,3.89617565183526
26,-0.250255686383297,0.164087851804236,0.104698548932367,3.89617565183526
27,-0.250255686383297,0.164087851804236,0.104698548932367,3.89617565183526
28,0.69096064972116,0.462661106680066,0.357431974379312,2.46172752915977
29,0.69096064972116,0.462661106680066,0.357431974379312,2.46172752915977
30,0.69096064972116,0.462661106680066,0.357431974379312,2.46172752915977
31,0.69096064972116,0.462661106680066,0.357431974379312,2.46172752915977
32,0.69096064972116,0.462661106680066,0.357431974379312,2.46172752915977
33,0.69096064972116,0.462661106680066,0.357431974379312,2.46172752915977
34,0.163882403939537,0.0111547366419675,0.0730188913108058,2.23292536182853
35,0.163882403939537,0.0111547366419675,0.0730188913108058,2.23292536182853
36,0.163882403939537,0.0111547366419675,0.0730188913108058,2.23292536182853
37,0.163882403939537,0.0111547366419675,0.0730188913108058,2.23292536182853
38,0.466364433418966,0.335185533987273,0.0964913225603322,2.13698057817164
39,0.85388622078439,0.679120782327131,0.353935083879119,1.52500595008578
40,0.85388622078439,0.679120782327131,0.353935083879119,1.52500595008578
41,0.85388622078439,0.679120782327131,0.353935083879119,1.52500595008578
42,0.85388622078439,0.679120782327131,0.353935083879119,1.52500595008578
43,0.706356318043772,0.563593354756775,0.255264653722645,1.08372953861895
44,0.706356318043772,0.563593354756775,0.255264653722645,1.08372953861895
45,0.661892713084546,0.49639452571153,0.226916418949268,0.745727612667673
46,0.661892713084546,0.49639452571153,0.226916418949268,0.745727612667673
47,0.661892713084546,0.49639452571153,0.226916418949268,0.745727612667673
48,0.661892713084546,0.49639452571153,0.226916418949268,0.745727612667673
49,0.661892713084546,0.49639452571153,0.226916418949268,0.745727612667673
50,0.661892713084546,0.49639452571153,0.226916418949268,0.745727612667673
51,0.629050746896604,0.393668872961872,0.172498529042312,0.536362071827352
52,1.00179037363487,0.936444973952616,0.881727287947436,0.457108868717847
53,0.809237383269842,0.655538036227723,0.441323615374105,0.168530619618118
54,0.809237383269842,0.655538036227723,0.441323615374105,0.168530619618118
55,0.809237383269842,0.655538036227723,0.441323615374105,0.168530619618118
56,0.809237383269842,0.655538036227723,0.441323615374105,0.168530619618118
57,0.875293156700326,0.758324536205673,0.597675144993841,0.131226130008693
58,0.875293156700326,0.758324536205673,0.597675144993841,0.131226130008693
59,0.875293156700326,0.758324536205673,0.597675144993841,0.131226130008693
60,0.875293156700326,0.758324536205673,0.597675144993841,0.131226130008693
61,0.961489188292227,0.933530798964244,0.868546144102108,0.0149871355660749
62,0.961489188292227,0.933530798964244,0.868546144102108,0.0149871355660749
63,0.961489188292227,0.933530798964244,0.868546144102108,0.0149871355660749
64,0.961489188292227,0.933530798964244,0.868546144102108,0.0149871355660749
65,0.961489188292227,0.933530798964244,0.868546144102108,0.0149871355660749
66,0.967331182899109,0.932738467424538,0.877973448995729,0.0128419799836161
67,0.967331182899109,0.932738467424538,0.877973448995729,0.0128419799836161
68,0.967331182899109,0.932738467424538,0.877973448995729,0.0128419799836161
69,0.967331182899109,0.932738467424538,0.877973448995729,0.0128419799836161
70,0.967331182899109,0.932738467424538,0.877973448995729,0.0128419799836161
71,0.99363447277299,0.983070950467551,0.97185376110982,0.00506696630606256
72,0.99363447277299,0.983070950467551,0.97185376110982,0.00506696630606256
73,0.99363447277299,0.983070950467551,0.97185376110982,0.00506696630606256
74,0.99363447277299,0.983070950467551,0.97185376110982,0.00506696630606256
75,0.99363447277299,0.983070950467551,0.97185376110982,0.00506696630606256
76,0.99363447277299,0.983070950467551,0.97185376110982,0.00506696630606256
77,1.00237559471134,1.00661106741182,1.01367236728073,0.000409694593852816
78,1.00237559471134,1.00661106741182,1.01367236728073,0.000409694593852816
79,1.00237559471134,1.00661106741182,1.01367236728073,0.000409694593852816
80,1.00237559471134,1.00661106741182,1.01367236728073,0.000409694593852816
81,1.00237559471134,1.00661106741182,1.01367236728073,0.000409694593852816
82,1.00237559471134,1.00661106741182,1.01367236728073,0.000409694593852816
83,1.00237559471134,1.00661106741182,1.01367236728073,0.000409694593852816
84,1.00237559471134,1.00661106741182,1.01367236728073,0.000409694593852816
85,1.00237559471134,1.00661106741182,1.01367236728073,0.000409694593852816
86,1.00237559471134,1.00661106741182,1.01367236728073,0.000409694593852816
87,1.00237559471134,1.00661106741182,1.01367236728073,0.000409694593852816
88,1.00237559471134,1.00661106741182,1.01367236728073,0.000409694593852816
89,1.00237559471134,1.00661106741182,1.01367236728073,0.000409694593852816
90,1.00237559471134,1.00661106741182,1.01367236728073,0.000409694593852816
91,0.993115315669957,0.986274623941766,0.972487151148699,0.000242060143973148
92,0.996656966324831,0.993321549070324,0.986367693172803,6.60192751273414e-05
93,0.996656966324831,0.993321549070324,0.986367693172803,6.60192751273414e-05
94,0.996656966324831,0.993321549070324,0.986367693172803,6.60192751273414e-05
95,1.00052433206189,1.00147031741784,1.00311912627491,2.33019434787778e-05
96,1.00052433206189,1.00147031741784,1.00311912627491,2.33019434787778e-05
97,1.00052433206189,1.00147031741784,1.00311912627491,2.33019434787778e-05
98,0.999825986296047,0.999801410363638,0.999626513851238,2.35792812951344e-06
99,0.999825986296047,0.999801410363638,0.999626513851238,2.35792812951344e-06
100,0.999825986296047,0.999801410363638,0.999626513851238,2.35792812951344e-06
